id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
biyoloji-ort-12_2_2_1,11,BİYOLOJİ,,KARBON KİMYASINA GİRİŞ,Basit Formül ve Molekül Formülü,,12.2.2.1,Organik bileşiklerin basit ve molekül formüllerinin bulunması ile ilgili hesaplamalar yapar.,,"Kazanımın odağı, öğrencinin organik bileşiklerin basit ve molekül formüllerinin bulunması ile ilgili hesaplamalar yapar. hedefidir.",basit; formül; molekül; formülü; organik; bileşiklerin; formüllerinin; bulunması
biyoloji-ort-12_2_3_1,12,BİYOLOJİ,,KARBON KİMYASINA GİRİŞ,Doğada Karbon,,12.2.3.1,Karbon allotroplarının özelliklerini yapılarıyla ilişkilendirir.,"a. Karbon elementinin çok sayıda bileşik oluşturma özelliği ile bağ yapma özelliği arasında ilişki kurulur. b. Elmas ve grafitin incelenmesi sağlanarak fulleren, nanotüp ve grafenin yapıları ve önemleri üzerinde durulur.","Kazanımın odağı, öğrencinin karbon allotroplarının özelliklerini yapılarıyla ilişkilendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",doğada; karbon; allotroplarının; özelliklerini; yapılarıyla; ki̇myasina; gi̇ri̇ş
biyoloji-ort-12_2_4_1,13,BİYOLOJİ,,KARBON KİMYASINA GİRİŞ,Lewis Formülleri,,12.2.4.1,Kovalent bağlı kimyasal türlerin Lewis formüllerini yazar.,Oktetin aşıldığı moleküller kapsam dışıdır.,"Kazanımın odağı, öğrencinin kovalent bağlı kimyasal türlerin Lewis formüllerini yazar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",lewis; formülleri; kovalent; bağlı; kimyasal; türlerin; formüllerini; yazar
biyoloji-ort-12_2_5_1,14,BİYOLOJİ,,KARBON KİMYASINA GİRİŞ,Hibritleşme-Molekül Geometrileri,,12.2.5.1,"Tek, çift ve üçlü bağların oluşumunu hibrit ve atom orbitalleri temelinde açıklar.",,"Kazanımın odağı, öğrencinin tek, çift ve üçlü bağların oluşumunu hibrit ve atom orbitalleri temelinde açıklar. hedefidir.",hibritleşme-molekül; geometrileri; çift; üçlü; bağların; oluşumunu; hibrit; atom
biyoloji-ort-12_2_5_2,15,BİYOLOJİ,,KARBON KİMYASINA GİRİŞ,Hibritleşme-Molekül Geometrileri,,12.2.5.2,Moleküllerin geometrilerini merkez atomu orbitallerinin hibritleşmesi esasına göre belirler.,"a. Hibritleşme ve VSEPR (Değerlik Katmanı Elektron Çifti İtmesi) yaklaşımı üzerinde durulur. 2. periyot elementlerinin hidrojenle yaptığı bileşikler dışındakiler verilmez. b. Öğrencilerin hibritleşme ve VSEPR yaklaşımı konusunda bilişim teknolojilerinden yararlanarak (animasyon, simülasyon, video vb.) molekül modelleri yapmaları sağlanır.","Kazanımın odağı, öğrencinin moleküllerin geometrilerini merkez atomu orbitallerinin hibritleşmesi esasına göre belirler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hibritleşme-molekül; geometrileri; moleküllerin; geometrilerini; merkez; atomu; orbitallerinin; hibritleşmesi
biyoloji-ort-12_3_1_1,16,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Hidrokarbonlar,,12.3.1.1,Hidrokarbon türlerini ayırt eder.,,"Kazanımın odağı, öğrencinin hidrokarbon türlerini ayırt eder. hedefidir.",hidrokarbonlar; hidrokarbon; türlerini; ayırt; organi̇k; bi̇leşi̇kler
biyoloji-ort-12_3_1_2,17,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Hidrokarbonlar,,12.3.1.2,"Basit alkanların adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.","a. Yanma ve halojenlerle yer değiştirme özellikleri üzerinde durulur. b. Yapısal izomerlik ve çeşitleri üzerinde durulur. c. Alkanların yakıtlarda [LPG, benzin, motorin (dizel), fueloil, katran ve asfalt ürünlerinin bileşenleri] kullanıldığı, hekzanın ise çözücü olarak kullanıldığı vurgulanır. ç. Benzinlerde oktan sayısı hakkında okuma parçası verilir.","Kazanımın odağı, öğrencinin basit alkanların adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hidrokarbonlar; basit; alkanların; adlarını; formüllerini; özelliklerini; kullanım; alanlarını
biyoloji-ort-12_3_1_3,18,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Hidrokarbonlar,,12.3.1.3,"Basit alkenlerin adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.",a. Cis-trans izomerlik üzerinde durulur. b. Alkenlerin kullanım alanı olarak alkil halojenür ve alkoller için ham madde oldukları vurgulanır. c. Alkenlerin gıda endüstrisindeki kullanımları ve polimerleşme özellikleri hakkında bilgi verilir.,"Kazanımın odağı, öğrencinin basit alkenlerin adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hidrokarbonlar; basit; alkenlerin; adlarını; formüllerini; özelliklerini; kullanım; alanlarını
biyoloji-ort-12_3_1_4,19,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Hidrokarbonlar,,12.3.1.4,"Basit alkinlerin adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.","Asetilenin üretimi, kullanım alanları, katılma özellikleri ve birincil patlayıcı tuzları üzerinde durulur. Diğer alkin örneklerine girilmez.","Kazanımın odağı, öğrencinin basit alkinlerin adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hidrokarbonlar; basit; alkinlerin; adlarını; formüllerini; özelliklerini; kullanım; alanlarını
biyoloji-ort-12_3_1_5,20,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Hidrokarbonlar,,12.3.1.5,"Basit aromatik bileşiklerin adlarını, formüllerini ve kullanım alanlarını açıklar.","Benzen, naftalin, anilin, toluen ve fenol bileşikleri tanıtılarak yapıları ve kullanım alanlarına değinilir.","Kazanımın odağı, öğrencinin basit aromatik bileşiklerin adlarını, formüllerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hidrokarbonlar; basit; aromatik; bileşiklerin; adlarını; formüllerini; kullanım; alanlarını
biyoloji-ort-12_3_2_1,21,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Fonksiyonel Gruplar,,12.3.2.1,Organik bileşikleri fonksiyonel gruplarına göre sınıflandırır.,"Alkil-gruplarına, hidroksi-, alkoksi-, halo-, karbonil-, karboksil-, amino-, nitro-, fenil- grupları bağlanınca oluşan bileşikler genel olarak tanıtılır.","Kazanımın odağı, öğrencinin organik bileşikleri fonksiyonel gruplarına göre sınıflandırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",fonksiyonel; gruplar; organik; bileşikleri; gruplarına; sınıflandırır; organi̇k; bi̇leşi̇kler
biyoloji-ort-12_3_3_1,22,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Alkoller,,12.3.3.1,"Alkolleri sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.","a. Etanolün fermantasyon yöntemi ile elde edilişi açıklanır. b. Etanolün alkil halojenürlerden ve alkenlerden elde edilişi üzerinde durulur. c. Alkollerin hidroksil sayısına ve alfa karbonundaki alkil sayısına göre sınıflandırılması sağlanır. ç. 1-4 karbonlu mono alkoller, etandiol (glikol) ve propantriol (gliserin) üzerinde durulur. d. Metanolün zehirli özellikleri vurgulanır. e. Etanolün sağlık alanında kullanımına vurgu yapılır. f. Etanolün biyoyakıt işlevi gördüğü ve çözücü olarak kullanıldığı vurgulanır.","Kazanımın odağı, öğrencinin alkolleri sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",alkoller; alkolleri; sınıflandırarak; adlarını; formüllerini; özelliklerini; kullanım; alanlarını
biyoloji-ort-12_3_4_1,23,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Eterler,,12.3.4.1,"Eterleri sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.",a. Asimetrik-simetrik eter ayrımı yapılır. b. Eterlerin çözücü özelliklerine vurgu yapılır. c. Fonksiyonel grup izomerliği açıklanarak eterlerin alkollerle izomerliğine değinilir.,"Kazanımın odağı, öğrencinin eterleri sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",eterler; eterleri; sınıflandırarak; adlarını; formüllerini; özelliklerini; kullanım; alanlarını
biyoloji-ort-12_3_5_1,24,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Karbonil Bileşikleri,,12.3.5.1,"Karbonil bileşiklerini sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar.","a. Aldehit ve ketonları ayırt edecek düzeyde yapısal ilişki kurularak indirgenme- yükseltgenme özelliklerinin karşılaştırılması sağlanır. b. Aldehitlere örnek olarak formaldehit, asetaldehit ve benzaldehit; ketonlara örnek olarak aseton verilir. c. Aldehit ve ketonların fonksiyonel grup izomerliklerine değinilir. ç. Aldehit ve ketonların gıda ve kozmetik sanayinde nasıl kullanıldıkları üzerinde durulur.","Kazanımın odağı, öğrencinin karbonil bileşiklerini sınıflandırarak adlarını, formüllerini, özelliklerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",karbonil; bileşikleri; bileşiklerini; sınıflandırarak; adlarını; formüllerini; özelliklerini; kullanım
biyoloji-ort-12_3_6_1,25,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Karboksilik Asitler,,12.3.6.1,"Karboksilik asitleri sınıflandırarak adlarını, formüllerini ve kullanım alanlarını açıklar.","a. Formik asit, asetik asit, salisilik asit, ftalik asit, sitrik asit, malik asit, folik asit ve benzoik asit tanıtılır. Düz zincirli monokarboksilli asitlerin dışındakilerin formüllerine girilmez. b. Doymuş ve doymamış yağ asitleri tanıtılır. c. Yağ asidi tuzlarının sabun olarak kullanıldığı vurgulanır. ç. Benzoik asidin ve benzoatların gıda koruyucu maddesi olarak kullanıldığı vurgulanır.","Kazanımın odağı, öğrencinin karboksilik asitleri sınıflandırarak adlarını, formüllerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",karboksilik; asitler; asitleri; sınıflandırarak; adlarını; formüllerini; kullanım; alanlarını
biyoloji-ort-12_3_7_1,26,BİYOLOJİ,,ORGANİK BİLEŞİKLER,Esterler,,12.3.7.1,"Esterlerin adlarını, formüllerini ve kullanım alanlarını açıklar.","a. Esterleşme tepkimesine örnek verilir. b. Esterlerin yer aldığı doğal maddelere örnek olarak lanolin, balmumu ve balsam verilir. c. Esterlerin çözücü olarak kullanımlarına ilişkin örnekler verilir. ç. Karboksilik asit ve esterlerin fonksiyonel grup izomerliklerine değinilir. d. Sabun eldesi deneyi yaptırılır.","Kazanımın odağı, öğrencinin esterlerin adlarını, formüllerini ve kullanım alanlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",esterler; esterlerin; adlarını; formüllerini; kullanım; alanlarını; organi̇k; bi̇leşi̇kler
biyoloji-ort-12_4_1_1,27,BİYOLOJİ,,ENERJİ KAYNAKLARI VE BİLİMSEL GELİŞMELER,Fosil Yakıtlar,,12.4.1.1,Fosil yakıtların çevreye zararlı etkilerini azaltmak için çözüm önerilerinde bulunur.,"a. Fosil yakıtlar ve bu yakıtların oluşumu bilişim teknolojilerinden (animasyon, simülasyon, video vb.) yararlanılarak açıklanır. b. Fosil yakıtları bilinçsizce tüketmenin ve israf etmenin bireye, topluma ve çevreye verdiği zararlara değinilir. c. Öğrencilerin, fosil yakıtların çevreye zararlı etkilerini araştırmaları ve elde ettikleri bilgilerden yararlanarak bunların çevreye zararlı etkilerini azaltmaya yönelik çözüm önerileri hakkında tartışmaları sağlanır.","Kazanımın odağı, öğrencinin fosil yakıtların çevreye zararlı etkilerini azaltmak için çözüm önerilerinde bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",fosil; yakıtlar; yakıtların; çevreye; zararlı; etkilerini; azaltmak; çözüm
biyoloji-ort-12_4_2_1,28,BİYOLOJİ,,ENERJİ KAYNAKLARI VE BİLİMSEL GELİŞMELER,Alternatif Enerji Kaynakları,,12.4.2.1,Alternatif enerji kaynaklarını tanır.,"a. Güneş, rüzgâr, hidrojen, jeotermal ve biyokütle enerji kaynaklarına değinilir. b. Bor mineralinden hidrojen eldesinin ülkemizin kalkınması için önemi vurgulanır. c. Turhan Nejat Veziroğlu’nun kısa özgeçmişi ve hidrojenin yakıt olarak kullanılması üzerine yaptığı çalışmalara okuma parçası olarak yer verilir.","Kazanımın odağı, öğrencinin alternatif enerji kaynaklarını tanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",alternatif; enerji; kaynakları; kaynaklarını; enerji̇; kaynaklari; bi̇li̇msel; geli̇şmeler
biyoloji-ort-12_4_2_2,29,BİYOLOJİ,,ENERJİ KAYNAKLARI VE BİLİMSEL GELİŞMELER,Alternatif Enerji Kaynakları,,12.4.2.2,"Nükleer enerji kullanımını bilim, toplum, teknoloji, çevre ve ekonomi açısından değerlendirir.",,"Kazanımın odağı, öğrencinin nükleer enerji kullanımını bilim, toplum, teknoloji, çevre ve ekonomi açısından değerlendirir. hedefidir.",alternatif; enerji; kaynakları; nükleer; kullanımını; bilim; toplum; teknoloji
biyoloji-ort-12_4_3_1,30,BİYOLOJİ,,ENERJİ KAYNAKLARI VE BİLİMSEL GELİŞMELER,Sürdürülebilirlik,,12.4.3.1,Sürdürülebilir hayat ve kalkınmanın toplum ve çevre için önemini kimya bilimi ile ilişkilendirerek açıklar.,"Enerji, polimer, kâğıt ve metal sektörlerinin sürdürülebilir hayat üzerindeki etkilerine değinilir.","Kazanımın odağı, öğrencinin sürdürülebilir hayat ve kalkınmanın toplum ve çevre için önemini kimya bilimi ile ilişkilendirerek açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sürdürülebilirlik; sürdürülebilir; hayat; kalkınmanın; toplum; çevre; önemini; kimya
biyoloji-ort-12_4_4_1,31,BİYOLOJİ,,ENERJİ KAYNAKLARI VE BİLİMSEL GELİŞMELER,Nanoteknoloji,,12.4.4.1,"Nanoteknoloji alanındaki gelişmeleri bilim, toplum, teknoloji, çevre ve ekonomiye etkileri açısından değerlendirir.",Nanoteknoloji kavramı örnekler üzerinden açıklanır.,"Kazanımın odağı, öğrencinin nanoteknoloji alanındaki gelişmeleri bilim, toplum, teknoloji, çevre ve ekonomiye etkileri açısından değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nanoteknoloji; alanındaki; gelişmeleri; bilim; toplum; teknoloji; çevre; ekonomiye
biyoloji-9-9_1_1_1,32,BİYOLOJİ,9,Yaşam Bilimi Biyoloji,Biyoloji ve Canlıların Ortak Özellikleri,,9.1.1.1,Canlıların ortak özelliklerini irdeler.,"a. Canlı kavramı üzerinden biyolojinin günümüzdeki anlamı ile nasıl kullanıldığı kısaca belirtilir. b. Canlıların; hücresel yapı, beslenme, solunum, boşaltım, hareket, uyarılara tepki, metabolizma, homeostazi, uyum, organizasyon, üreme, büyüme ve gelişme özellikleri vurgulanır.","Kazanımın odağı, öğrencinin canlıların ortak özelliklerini irdeler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",biyoloji; canlıların; ortak; özellikleri; özelliklerini; irdeler; yaşam; bilimi
biyoloji-9-9_1_2_1,33,BİYOLOJİ,9,Yaşam Bilimi Biyoloji,Canlıların Yapısında Bulunan Temel Bileşikler,,9.1.2.1,Canlıların yapısını oluşturan organik ve inorganik bileşikleri açıklar.,"a. Su, mineraller, asitler, bazlar ve tuzların canlılar için önemi belirtilir. b. Kalsiyum, potasyum, demir, iyot, flor, magnezyum, sodyum, fosfor, klor, kükürt, çinko minerallerinin canlılar için önemi vurgulanır. c. Karbonhidratların, lipitlerin, proteinlerin, nükleik asitlerin, enzimlerin yapısı, görevi ve canlılar için önemi belirtilir. ç. DNA’nın tüm canlı türlerinde bulunduğu ve aynı nükleotitleri içerdiği vurgulanır. d. ATP'nin ve hormonların kimyasal formüllerine yer verilmeden canlılar için önemi sorgulanır. e. Vitaminlerin genel özellikleri verilir. A, D, E, K, B ve C vitaminlerinin görevleri ve canlılar için önemi belirtilir. B grubu vitaminlerinin çeşitlerine girilmez. f. Öğrencilerin besinlerdeki karbonhidrat, lipit ve proteinin varlığını tespit edebilecekleri deneyler yapmaları sağlanır. g. Enzim aktivitesine etki eden faktörlerle ilgili deneyler yapılması sağlanır.","Kazanımın odağı, öğrencinin canlıların yapısını oluşturan organik ve inorganik bileşikleri açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlıların; yapısında; bulunan; temel; bileşikler; yapısını; oluşturan; organik
biyoloji-9-9_1_2_2,34,BİYOLOJİ,9,Yaşam Bilimi Biyoloji,Canlıların Yapısında Bulunan Temel Bileşikler,,9.1.2.2,"Lipit, karbonhidrat, protein, vitamin, su ve minerallerin sağlıklı beslenme ile ilişkisini kurar.","a. İnsülin direnci, diyabet ve obeziteye sağlıklı beslenme bağlamında değinilir. b. Öğrencilerin kendi yaş grubu için bir haftalık sağlıklı beslenme programı hazırlamaları sağlanır.","Kazanımın odağı, öğrencinin lipit, karbonhidrat, protein, vitamin, su ve minerallerin sağlıklı beslenme ile ilişkisini kurar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlıların; yapısında; bulunan; temel; bileşikler; lipit; karbonhidrat; protein
biyoloji-9-9_2_1_1,35,BİYOLOJİ,9,Hücre,Hücre,,9.2.1.1,Hücre teorisine ilişkin çalışmaları açıklar.,"a. Hücreye ilişkin bilgilere tarihsel süreç içerisinde katkı sağlayan bilim insanlarına (Robert Hooke, Antonie van Leeuwenhoek, Matthias Schleiden, Theodor Schwann ve Rudolf Virchow) örnekler verilir. Ancak bu isimlerin ezberlenmesi ve kronolojik sırasının bilinmesi beklenmez. b. Mikroskop çeşitleri ve ileri görüntüleme teknolojilerinin kullanmasının hücre teorisine katkıları araştırılır.","Kazanımın odağı, öğrencinin hücre teorisine ilişkin çalışmaları açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hücre; teorisine; ilişkin; çalışmaları
biyoloji-9-9_2_1_2,36,BİYOLOJİ,9,Hücre,Hücre,,9.2.1.2,Hücresel yapıları ve görevlerini açıklar.,"a. Prokaryot hücrelerin kısımları gösterilir. b. Ökaryot hücrelerin yapısı ve bu yapıyı oluşturan kısımlar gösterilir. c. Organellerin hücrede aldıkları görevler bakımından incelenmesi sağlanır. ç. Hücre örneklerinin mikroskop ile incelenmesi sağlanır. d. Hücre içi iş birliği ve organizasyona dikkat çekilerek herhangi bir organelde oluşan problemin hücreye olası etkilerinin tartışılması sağlanır. e. Farklı hücre örnekleri karşılaştırılırken öncelikle mikroskop, görsel ögeler (fotoğraflar, resimler, çizimler, karikatürler vb.), grafik düzenleyiciler (kavram haritaları, zihin haritaları, şemalar vb.), e- öğrenme nesnesi ve uygulamalarından (animasyon, video, simülasyon, infografik, artırılmış ve sanal gerçeklik uygulamaları vb.) yararlanılır.","Kazanımın odağı, öğrencinin hücresel yapıları ve görevlerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hücre; hücresel; yapıları; görevlerini
